"","Key","Bioregion","DateTime","Longitude","Latitude","Year","Month","Day","Time","DFO.Region","Station","Project","Twilight","Tow.Depth","Bottom.Depth","Volume.Filtered.m3","Tow.Ratio","Net.Type","Net.Mouth","Mesh.Size","Species.Richness","Diversity.Shannon","Diversity.Simpson","Diversity.Evenness","DayOfYear","Temp.net","Sali.net","Dens.net","MLD","Stratification","Oxyg.surf","Nitr.surf","Phos.surf","Sili.surf","Chla","Chla.micro","Chla.nano","Chla.pico","PAR","ZEU","POC","PIC","NPGO","PDO","ENSO","NPI"
"2036","IOS201212000401","DeepShelf",2012-05-24 09:08:00,-126,48.6,2012,5,24,0.38056,"Southern Vancouver Island Shelf (Stations B and D)","P02","Line P","Daylight",100,115,36.93,0.869565217391304,"Bongo VNH",0.56,236,33,1.55560739737927,0.704964886339488,0.444903198415171,145,8.26916627404382,32.9784346045503,1025.52838046721,10.5,0.000430199669520484,283.450931597013,7.42592959492165,0.903807763901953,11.1757773691066,1.05833256244659,0.508402454505912,0.277181262939005,0.272748845001678,46.7292556762695,31.1849117279053,991.180358886719,3.44781037711073e-05,1.6274147,-1.26,27.61,1016.26
"2037","IOS201212001101","Offshore",2012-05-24 17:08:00,-126.67,48.649,2012,5,24,0.71389,"Southern Vancouver Island Shelf (Stations B and D)","P04","Line P","Daylight",262,1300,77.4,0.201538461538462,"Bongo VNH",0.56,236,59,2.17732557242338,0.730649029763024,0.533980521914669,145,7.88168511982514,33.406245663117,1025.91488507734,15.25,0.000156745566548213,288.448727945623,2.96857306075892,0.571607273400251,6.36619901178349,0.36080738902092,0.0903197505241234,0.152601874783855,0.117885763712942,46.9696807861328,44.007884979248,185.006866455078,1.46446373037179e-05,1.6274147,-1.26,27.61,1016.26
"2038","IOS201212003201","Offshore",2012-05-26 23:50:00,-130.67,48.97,2012,5,26,0.99306,"Northern Vancouver Island Offshore","P12","Line P","Night",295,3300,54.12,0.0893939393939394,"Bongo VNH",0.56,236,40,1.61002404359845,0.618253170256161,0.43645341725735,147,6.8213615348264,33.5249319961074,1026.15497892552,40.5,4.5729407282526e-05,303.462292102934,NA,NA,NA,0.317161798477173,0.0720011508075788,0.139427887944317,0.105732759725277,40.1702690124512,65.2754898071289,63.4829750061035,2.14945557672763e-05,1.6274147,-1.26,27.61,1016.26
"2039","IOS201212004801","Offshore",2012-05-28 22:50:00,-134.67,49.285,2012,5,28,0.95208,"Alaska Basin East","P16","Line P","Daylight",307,3634,64.27,0.0844799119427628,"Bongo VNH",0.56,236,47,2.3772410860134,0.854478594603359,0.617441545606599,149,6.25202422346425,33.5405693931145,1026.24201424473,24.5,6.09793859939788e-05,312.426433128203,12.1073985937215,1.20322516056685,17.7519266247598,0.383544594049454,0.100431523392379,0.15905132488541,0.124061745771664,38.3711013793945,63.5957527160645,76.9638595581055,1.2692044947471e-05,1.6274147,-1.26,27.61,1016.26
"2040","IOS201212005701","Offshore",2012-05-30 05:42:00,-138.67,49.567,2012,5,30,0.2375,"Alaska Basin East","P20","Line P","Daylight",250,3966,92.13,0.0630358043368633,"Bongo VNH",0.56,236,39,2.55453348807128,0.890167876260915,0.697281425786844,151,5.74239382661642,33.4399656754183,1026.22867612996,37.25,4.42244502065382e-05,315.212466745349,NA,NA,NA,0.197693482041359,0.0304684035759644,0.0970610182281049,0.0701640602372897,34.9829750061035,70.0282974243164,53.5999031066895,1.19977794383885e-05,1.6274147,-1.26,27.61,1016.26
"2041","IOS201212009101","Offshore",2012-06-03 04:30:00,-145,50.001,2012,6,3,0.1875,"Alaska Basin East","P26","Line P","Night",250,4250,78.93,0.0588235294117647,"Bongo VNH",0.56,236,53,2.99739685761174,0.935659368471029,0.754956291092974,155,4.92924407919848,33.3260414655947,1026.23115081767,27.5,5.76451294785096e-05,321.378401121241,NA,NA,NA,0.488018453121185,0.151264135328321,0.185547597739114,0.151206720053751,37.9613037109375,60.2826728820801,96.4430465698242,0.000121632459922694,1.938326,-0.87,27.75,1014.66
"2042","IOS201213000401","Nearshore",2012-08-16 08:50:00,-126,48.6,2012,8,16,0.36875,"Southern Vancouver Island Shelf (Stations B and D)","P02","Line P","Daylight",105,115,61.79,0.91304347826087,"Bongo VNH",0.56,236,22,2.45099613816856,0.881581689033202,0.792935126305249,229,8.07832199299796,33.1883166901466,1025.7105663777,10.25,0.000977053118893329,220.330375105131,19.3807030584664,1.72304688599745,29.3321846822923,6.66879177093506,5.11757000077226,1.03445108004271,0.516770690120091,41.222900390625,21.3458061218262,372.849945068359,0.000297144462820143,1.7305455,-1.93,27.32,1016.97
"2043","IOS201213001101","DeepShelf",2012-08-16 20:24:00,-126.67,48.666,2012,8,16,0.85,"Southern Vancouver Island Shelf (Stations B and D)","P04","Line P","Daylight",250,1300,89.16,0.192307692307692,"Bongo VNH",0.56,236,54,1.47552380035508,0.572844279424271,0.369899649417238,229,7.68952883438639,33.5810361560219,1026.07441358813,9.80000019073486,0.00088320239234989,298.033627568929,7.4920066116149,0.919921904918592,10.7658990660408,2.82847571372986,1.89155165305292,0.450657367531603,0.486266693145337,40.5948677062988,28.9092502593994,284.325012207031,0.000693482114002109,1.7305455,-1.93,27.32,1016.97
"2044","IOS201213002101","Offshore",2012-08-18 00:15:00,-128.66,48.816,2012,8,18,0.010417,"Northern Vancouver Island Offshore","P08","Line P","Night",250,2520,77.64,0.0992063492063492,"Bongo VNH",0.56,236,75,2.96893114742884,0.906639837677455,0.687652419498404,231,8.57383981143155,33.6180473765517,1025.96148309883,11.75,0.000585546731758109,274.682481868443,0.242891492656401,0.341608675569799,2.48268991195189,0.504648506641388,0.159947275931133,0.189346286550518,0.155354944159737,37.4847869873047,48.6665382385254,124.631958007812,9.47760418057442e-05,1.7305455,-1.93,27.32,1016.97
"2045","IOS201213003001","Offshore",2012-08-18 21:51:00,-130.67,48.97,2012,8,18,0.91042,"Northern Vancouver Island Offshore","P12","Line P","Daylight",250,3225,61.44,0.0775193798449612,"Bongo VNH",0.56,236,37,2.50590630727997,0.874616647654328,0.693980413818084,231,7.98159545127165,33.4369210086279,1025.90132577072,11,0.000332387148380332,287.947449972102,7.5666542717698,0.940036000277711,5.79318695031242,0.395551085472107,0.105918461940234,0.162350392392768,0.127282231139105,35.7482299804688,68.0632476806641,76.995964050293,0.000128159925225191,1.7305455,-1.93,27.32,1016.97
"2046","IOS201213004301","Offshore",2012-08-20 16:03:00,-134.66,49.283,2012,8,20,0.66944,"Alaska Basin East","P16","Line P","Daylight",250,3624,61.52,0.0689845474613687,"Bongo VNH",0.56,236,35,2.45129410160922,0.864274867299424,0.689466701772743,233,7.33216429692249,33.4060720519928,1025.95463501809,22,0.00011074054086384,283.798676764965,9.06314285977347,1.0334670823893,9.21697608010442,0.329268544912338,0.0769321083131092,0.143191902639146,0.109144533960083,34.6526107788086,66.6167526245117,73.693359375,0.000137854614877142,1.7305455,-1.93,27.32,1016.97
"2047","IOS201213007401","Offshore",2012-08-24 21:42:00,-145,49.999,2012,8,24,0.90417,"Alaska Basin East","P26","Line P","Daylight",249,4226,117.52,0.058920965451964,"Bongo VNH",0.56,236,39,2.77620022179332,0.904193711767311,0.757787227280924,237,5.24272642216268,33.388698736922,1026.21493241298,20,0.000278890468414792,297.001812039216,NA,NA,NA,0.668899476528168,0.252772416459561,0.222029909471138,0.194097150597468,29.7251682281494,54.8830833435059,101.287864685059,0.000324688968248665,1.7305455,-1.93,27.32,1016.97
"2048","IOS201225000701","Nearshore",2012-05-13 08:01:00,-125.06,48.528,2012,5,13,0.33403,"Southern Vancouver Island Shelf (Station C)","E1","La Perouse","Daylight",97,115,38.32,0.843478260869565,"Bongo VNH",0.56,236,28,0.807389450863006,0.302698145546148,0.242298889038042,134,8.57391973326544,32.0319414689048,1024.74704692685,13,0.000861664968392648,266.159142472323,NA,NA,NA,2.41381788253784,1.55327745139536,0.408387776678276,0.452152654464205,46.4187660217285,23.7572154998779,411.559661865234,1.64859720825916e-05,1.6274147,-1.26,27.61,1016.26
"2049","IOS201225001401","DeepShelf",2012-05-13 14:23:00,-125.14,48.42,2012,5,13,0.6,"Southern Vancouver Island Shelf (Station C)","C2","La Perouse","Daylight",139,144,43.47,0.965277777777778,"Bongo VNH",0.56,236,45,1.6863254056224,0.61599823129088,0.442993149551367,134,8.83615020980903,32.1107608381122,1024.76941064097,13,0.000465035889236866,308.219591418122,NA,NA,NA,5.76820373535156,4.35420728941605,0.86705236479939,0.546944081136123,46.2082633972168,22.5508937835693,784.245971679688,4.93864354211837e-05,1.6274147,-1.26,27.61,1016.26
"2050","IOS201225001601","DeepShelf",2012-05-13 15:58:00,-125.35,48.392,2012,5,13,0.66597,"Southern Vancouver Island Shelf (Station C)","C3","La Perouse","Daylight",110,121,39.84,0.909090909090909,"Bongo VNH",0.56,236,44,1.25968233625734,0.506695953702432,0.332880341134763,134,8.35901194470977,32.8133172331748,1025.3845059372,10.5,0.000831546400608286,283.2903945117,NA,NA,NA,2.82590889930725,1.88944459151357,0.450384655802106,0.486079651991572,46.2875633239746,27.327299118042,373.660827636719,2.16515363717917e-05,1.6274147,-1.26,27.61,1016.26
"2051","IOS201225001701","DeepShelf",2012-05-13 16:52:00,-125.36,48.478,2012,5,13,0.70278,"Southern Vancouver Island Shelf (Station C)","LB07","La Perouse","Daylight",134,156,65.2,0.858974358974359,"Bongo VNH",0.56,236,33,1.10401498653855,0.443973338374215,0.315747919067996,134,8.10768269987987,32.9416650352757,1025.52003252637,10,0.000788180983295421,290.823292402997,NA,NA,NA,3.81740283966064,2.71154180895208,0.567326055081092,0.538534975627472,46.6257553100586,28.8111591339111,284.559631347656,2.43910362769384e-05,1.6274147,-1.26,27.61,1016.26
"2052","IOS201225001901","Nearshore",2012-05-13 18:27:00,-125.5,48.575,2012,5,13,0.76875,"Southern Vancouver Island Shelf (Stations B and D)","B8","La Perouse","Daylight",110,120,37.71,0.916666666666667,"Bongo VNH",0.56,236,40,1.3422511485599,0.479026197069833,0.363864193790064,134,8.5807432947095,32.7526255366481,1025.30719607635,10.1000003814697,0.00105335664285035,290.681890347911,NA,NA,NA,6.91728687286377,5.32851114918776,1.08360063534488,0.505175088331127,46.6770057678223,24.8607330322266,525.873352050781,1.79611015482806e-05,1.6274147,-1.26,27.61,1016.26
"2053","IOS201225002101","Nearshore",2012-05-13 19:23:00,-125.59,48.534,2012,5,13,0.80833,"Southern Vancouver Island Shelf (Stations B and D)","B7","La Perouse","Daylight",63,80,31.38,0.7875,"Bongo VNH",0.56,236,34,1.48091674911034,0.616576708097214,0.419956138566273,134,9.08764230092086,32.3014601601293,1024.88039479584,10,0.000914349236906679,294.454324171349,NA,NA,NA,4.11849069595337,2.96352364307843,0.607616191236489,0.547350861638453,45.654842376709,31.6262722015381,649.028686523438,1.73422940861201e-05,1.6274147,-1.26,27.61,1016.26
"2054","IOS201225002401","DeepShelf",2012-05-13 21:13:00,-125.48,48.422,2012,5,13,0.88472,"Southern Vancouver Island Shelf (Station C)","LB08","La Perouse","Daylight",134,149,39.54,0.899328859060403,"Bongo VNH",0.56,236,39,1.55316947956338,0.594822138510859,0.423950687769705,134,8.28363695957694,32.8425933570592,1025.41623462015,12.1000003814697,0.000760284475493638,301.300909279345,2.87674402595999,0.568895604911054,4.63708505740114,4.28215360641479,3.10080825291039,0.630455801542664,0.55088955196174,46.0607490539551,32.9501876831055,235.761581420898,1.53681157826213e-05,1.6274147,-1.26,27.61,1016.26
"2055","IOS201225002901","Offshore",2012-05-14 01:09:00,-125.79,48.252,2012,5,14,0.048611,"Southern Vancouver Island Shelf (Stations B and D)","LB11","La Perouse","Night",164,208,76.06,0.788461538461538,"Bongo VNH",0.56,236,56,2.66317727366806,0.880833247263141,0.661601141534465,135,8.0597549492452,33.2864563011173,1025.79758369431,10,0.000841235646612159,316.723754851618,3.81998910621009,0.683711221803891,8.48013473535722,0.690352857112885,0.265716370415077,0.225754037922821,0.198882448774987,46.6691398620605,38.149486541748,190.070068359375,1.59749724844005e-05,1.6274147,-1.26,27.61,1016.26
"2056","IOS201225003901","Offshore",2012-05-14 16:59:00,-126.67,48.252,2012,5,14,0.70833,"Southern Vancouver Island Offshore","LC12","La Perouse","Daylight",251,2516,53.39,0.0997615262321145,"Bongo VNH",0.56,236,51,2.47747835269258,0.857858601802675,0.630108907188735,135,7.54633223173025,33.4876105791128,1026.02779049893,11.5,0.000449670674120062,304.612640089336,NA,NA,NA,0.358779311180115,0.0894360959474349,0.152013349510362,0.117329865722318,45.4646492004395,48.5040969848633,136.113739013672,1.42711296575726e-05,1.6274147,-1.26,27.61,1016.26
"2057","IOS201225004201","DeepShelf",2012-05-14 22:25:00,-126.23,48.433,2012,5,14,0.93472,"Southern Vancouver Island Shelf (Stations B and D)","LC09","La Perouse","Night",246,598,52.34,0.411371237458194,"Bongo VNH",0.56,236,40,0.67178238414956,0.245591248753211,0.182110148218688,135,7.65591022099756,33.3327239478969,1025.89121182931,10.25,0.000664485680538584,295.109892934777,4.68636878990724,0.728888050293568,7.98754341508533,0.522218585014343,0.169279719336282,0.19324924043904,0.159689625239021,45.432918548584,39.0331611633301,310.161468505859,1.66604440892115e-05,1.6274147,-1.26,27.61,1016.26
"2058","IOS201225004501","DeepShelf",2012-05-15 01:03:00,-126.07,48.374,2012,5,15,0.04375,"Southern Vancouver Island Shelf (Stations B and D)","A2","La Perouse","Night",241,360,52.34,0.669444444444444,"Bongo VNH",0.56,236,42,0.943331867489929,0.377982195353258,0.252385032340868,136,7.63217652434085,33.3550974722811,1025.91236056887,10,0.000674406378964881,304.359156725281,NA,NA,NA,0.697595119476318,0.270123274243855,0.226987282544384,0.200484562688079,46.5868377685547,39.0877914428711,215.262298583984,1.56134283315623e-05,1.6274147,-1.26,27.61,1016.26
"2059","IOS201225004701","DeepShelf",2012-05-15 03:04:00,-126.11,48.492,2012,5,15,0.12847,"Southern Vancouver Island Shelf (Stations B and D)","A1","La Perouse","Night",136,199,167.76,0.683417085427136,"Bongo VNH",0.56,236,25,0.748824639717251,0.304751228208502,0.232635454257672,136,8.41123696780129,32.7251598974916,1025.31093960806,11,0.000641042494667356,281.161136792632,6.72827432154747,0.897700080772236,10.985361665273,0.707469940185547,0.276161616470508,0.22864996178366,0.202658361931379,45.8400650024414,33.598503112793,789.682250976562,1.70001658261754e-05,1.6274147,-1.26,27.61,1016.26
"2060","IOS201225005001","Nearshore",2012-05-15 04:59:00,-125.9,48.607,2012,5,15,0.20833,"Southern Vancouver Island Shelf (Stations B and D)","LC06","La Perouse","Daylight",78,91,63.71,0.857142857142857,"Bongo VNH",0.56,236,42,1.30716125193259,0.48539322095221,0.349726269421571,136,8.84925321082586,32.3663511922393,1024.96626946221,10.3500003814697,0.000631850056715948,286.011439088068,5.97811897497062,0.813841609766514,9.64840291545269,1.14649546146393,0.570900289065803,0.287165006652685,0.288430165745441,46.1169738769531,26.4244270324707,934.36962890625,0.000442762568127364,1.6274147,-1.26,27.61,1016.26
"2061","IOS201225005201","Nearshore",2012-05-15 06:06:00,-125.8,48.667,2012,5,15,0.25417,"Southern Vancouver Island Shelf (Stations B and D)","LC05","La Perouse","Daylight",51,64,10.68,0.796875,"Bongo VNH",0.56,236,30,1.59104222529133,0.642353687308578,0.467788853969362,136,9.30862762171454,31.9887629746447,1024.60289612016,14,0.000652823802950464,284.955138158615,NA,NA,NA,1.19567608833313,0.606305479095196,0.292491069399799,0.296879539838135,45.3972473144531,27.5166397094727,856.580261230469,1.71062056324445e-05,1.6274147,-1.26,27.61,1016.26
"2062","IOS201225005901","Nearshore",2012-05-15 16:59:00,-126.63,49.313,2012,5,15,0.70833,"Southern Vancouver Island Shelf (Stations B and D)","LG02","La Perouse","Daylight",90,99,34.92,0.909090909090909,"Bongo VNH",0.56,236,40,0.952695132741486,0.331125913349341,0.258261389289643,136,8.27345466663695,32.7198289425357,1025.32858437609,14,0.000318906072745027,280.356799891965,9.00007520381163,1.08391415308623,14.6697717703149,2.51819658279419,1.63798815516296,0.418707079791409,0.461501347839825,45.009521484375,21.9731216430664,1431.61547851562,1.94302592717577e-05,1.6274147,-1.26,27.61,1016.26
"2063","IOS201225006201","DeepShelf",2012-05-15 19:14:00,-126.82,49.19,2012,5,15,0.80208,"Southern Vancouver Island Shelf (Stations B and D)","LG04","La Perouse","Daylight",130,142,27.63,0.915492957746479,"Bongo VNH",0.56,236,31,1.24395854902154,0.533867258226966,0.362249034415971,136,8.03155056492169,33.0073358693873,1025.58603219991,11.25,0.000476066007733326,297.042637896574,NA,NA,NA,1.52638041973114,0.852357857322565,0.325372608971506,0.348649953437069,45.3704605102539,26.3247013092041,863.427001953125,1.71867013705196e-05,1.6274147,-1.26,27.61,1016.26
"2064","IOS201225007001","Offshore",2012-05-16 20:39:00,-128.19,49.873,2012,5,16,0.86111,"Northern Vancouver Island Offshore","LBP7","La Perouse","Daylight",238,2187,145.19,0.108824874256973,"Bongo VNH",0.56,236,48,1.83734265211636,0.759357076087146,0.474618250754552,137,7.52852191381074,33.3859253278607,1025.95366464329,18.75,0.000311697567439265,288.721282528146,10.7377073807982,1.09953013536512,18.2223913063425,1.82493841648102,1.08322259462944,0.353017074208684,0.388698747642896,41.3248291015625,32.2781944274902,315.250823974609,1.68274782481603e-05,1.6274147,-1.26,27.61,1016.26
"2065","IOS201225007301","DeepShelf",2012-05-17 00:26:00,-128.01,49.995,2012,5,17,0.018056,"Northern Vancouver Island Shelf","LBP5","La Perouse","Night",250,1226,96.84,0.203915171288744,"Bongo VNH",0.56,236,36,1.13187561057166,0.465378512514777,0.315855903097113,138,6.77779738918605,33.6927442227472,1026.29364990992,19,0.000219237832365386,272.972964689116,11.8447327507948,1.16451599016132,18.1276641791007,1.64693915843964,0.944777328611174,0.336631897515693,0.365529932312769,41.7480621337891,34.8504409790039,390.251617431641,1.65309738804353e-05,1.6274147,-1.26,27.61,1016.26
"2066","IOS201225008101","Offshore",2012-05-17 13:50:00,-129.05,50.663,2012,5,17,0.57639,"Northern Vancouver Island Shelf","LQ03","La Perouse","Daylight",249,1100,52.34,0.226363636363636,"Bongo VNH",0.56,236,42,1.80065117400695,0.739841887592057,0.481757714806785,138,7.07833084652805,33.4768972412256,1026.08535118647,14.75,0.000364787517405008,316.016906223277,NA,NA,NA,1.07427656650543,0.519606509436071,0.279033051216663,0.275637005852699,40.599739074707,38.1191139221191,252.991714477539,1.45552048707032e-05,1.6274147,-1.26,27.61,1016.26
"2067","IOS201225008301","DeepShelf",2012-05-17 16:16:00,-129.28,50.664,2012,5,17,0.67778,"Northern Vancouver Island Shelf","JI22","La Perouse","Daylight",242,1100,155.1,0.22,"Bongo VNH",0.56,236,40,1.833272737622,0.773738575942807,0.496972796326399,138,7.22358424145271,33.4101400059418,1026.01430106397,16.5,0.000140760511928864,290.029379523299,NA,NA,NA,1.61846160888672,0.922839482057123,0.333990167116408,0.361631959713188,40.8313941955566,39.336254119873,309.694427490234,1.65220026246971e-05,1.6274147,-1.26,27.61,1016.26
"2068","IOS201225008601","Offshore",2012-05-17 22:43:00,-129.93,50.463,2012,5,17,0.94653,"Northern Vancouver Island Offshore","CS00","La Perouse","Daylight",249,2170,104.66,0.114746543778802,"Bongo VNH",0.56,236,36,1.88084938017909,0.766761979711993,0.524861013010139,138,6.95088597231673,33.5024366211915,1026.12113864044,17.25,0.000127585522131869,311.007080400754,6.16855014166137,0.833386053114845,13.3487563891775,0.393823653459549,0.105122922436894,0.161880145845668,0.126820585176988,38.0279312133789,56.7986068725586,98.3961029052734,1.55635079863714e-05,1.6274147,-1.26,27.61,1016.26
"2069","IOS201225008801","Offshore",2012-05-18 01:36:00,-129.69,50.586,2012,5,18,0.067361,"Northern Vancouver Island Offshore","CS01","La Perouse","Night",250,2105,88.84,0.118764845605701,"Bongo VNH",0.56,236,57,2.60567829758368,0.866733501842778,0.644483120536652,139,7.12831337377562,33.4333229614278,1026.04456066941,12,0.000343712919986538,319.198664191578,NA,NA,NA,0.856171488761902,0.37079532443295,0.251394597364446,0.233981566964505,39.3079681396484,52.5103187561035,201.482574462891,1.71005176525796e-05,1.6274147,-1.26,27.61,1016.26
"2070","IOS201225009001","DeepShelf",2012-05-18 04:29:00,-129.48,50.686,2012,5,18,0.18681,"Northern Vancouver Island Shelf","CS02","La Perouse","Daylight",250,1904,97.26,0.131302521008403,"Bongo VNH",0.56,236,37,1.21232426064137,0.536576725211929,0.335738526870473,139,7.15058554220848,33.2978523488296,1025.93451903995,43.75,4.51727347981325e-05,309.049839634169,6.69519456828515,0.821451577966991,14.0164405215283,2.04150485992432,1.25425808710415,0.372976049944253,0.414270722875913,40.9578094482422,40.9635238647461,248.693740844727,1.8089896911988e-05,1.6274147,-1.26,27.61,1016.26
"2071","IOS201225009201","DeepShelf",2012-05-18 06:02:00,-129.34,50.763,2012,5,18,0.25208,"Northern Vancouver Island Shelf","CS03","La Perouse","Daylight",216,242,86.05,0.892561983471074,"Bongo VNH",0.56,236,47,0.893705466812774,0.379273593287397,0.232122390948293,139,7.07289697890285,33.1968346100061,1025.86655122969,31.25,5.17086298287442e-05,304.58415018529,NA,NA,NA,1.88886034488678,1.13343765732818,0.358887232836096,0.396535454722507,41.9093704223633,40.826530456543,650.867553710938,1.90462797036162e-05,1.6274147,-1.26,27.61,1016.26
"2072","IOS201225009401","DeepShelf",2012-05-18 07:12:00,-129.21,50.827,2012,5,18,0.30069,"Northern Vancouver Island Shelf","CS04","La Perouse","Daylight",85,95,23.85,0.894736842105263,"Bongo VNH",0.56,236,28,0.867565439948222,0.352809354916303,0.260357801359139,139,8.5036772045096,31.9875977376505,1024.72568350999,17,0.000106925879892269,299.255113385759,8.62763630962089,0.96566337266469,15.7173935014113,1.82698714733124,1.08482823078843,0.353205135899393,0.388953780643419,41.2834663391113,30.1101341247559,259.064910888672,1.76074772753054e-05,1.6274147,-1.26,27.61,1016.26
"2073","IOS201225009701","DeepShelf",2012-05-18 13:56:00,-129.94,50.856,2012,5,18,0.58056,"Northern Vancouver Island Offshore","ODAS","La Perouse","Daylight",250,2128,80.78,0.117481203007519,"Bongo VNH",0.56,236,44,1.43059750808839,0.593240001671488,0.378045934925072,139,7.37727346047687,33.1397594136021,1025.78128403753,27.75,6.24774346630545e-05,303.235253473005,NA,NA,NA,1.41581737995148,0.768745951341483,0.314801648572429,0.332269780037565,38.6573486328125,39.0138473510742,294.609252929688,1.58403199748136e-05,1.6274147,-1.26,27.61,1016.26
"2074","IOS201225009801","DeepShelf",2012-05-18 16:32:00,-129.45,50.998,2012,5,18,0.68889,"Northern Vancouver Island Shelf","CS3B","La Perouse","Daylight",208,218,55.78,0.954128440366973,"Bongo VNH",0.56,236,28,1.59602182028723,0.632766511866585,0.47896874739039,139,7.36795784634958,32.9854744252566,1025.66268922766,21.5,0.000130404787372508,294.957688968171,NA,NA,NA,2.58508658409119,1.69244201228492,0.425428118037151,0.467216453769117,40.4729957580566,32.845386505127,261.209228515625,2.38337233895436e-05,1.6274147,-1.26,27.61,1016.26
"2075","IOS201225010101","DeepShelf",2012-05-18 19:03:00,-129,50.934,2012,5,18,0.79444,"Northern Vancouver Island Shelf","CS05","La Perouse","Daylight",54,64,11.9,0.84375,"Bongo VNH",0.56,236,23,0.820509988975934,0.332161929377205,0.261684421169564,139,9.01113712361423,31.5029349833393,1024.27255763696,13.75,0.000166896570601697,324.770237006817,NA,NA,NA,2.79363083839417,1.86296031125228,0.446967679245452,0.48370284789643,41.2736854553223,28.2519187927246,320.445343017578,1.53736873471644e-05,1.6274147,-1.26,27.61,1016.26
"2076","IOS201225010301","DeepShelf",2012-05-18 20:59:00,-128.67,50.886,2012,5,18,0.87431,"Northern Vancouver Island Shelf","CS1B","La Perouse","Daylight",67,79,20.63,0.848101265822785,"Bongo VNH",0.56,236,19,0.74344521319468,0.287245913551626,0.252491295779934,139,8.44917383885702,31.450111070416,1024.31465918457,12.75,0.000314965676414352,297.284777198866,NA,NA,NA,2.34349417686462,1.49639973362601,0.40154381989326,0.445550623345354,39.1475944519043,25.7735633850098,832.5205078125,1.58563252625754e-05,1.6274147,-1.26,27.61,1016.26
"2077","IOS201225010501","DeepShelf",2012-05-18 22:23:00,-128.86,51.002,2012,5,18,0.93333,"Northern Vancouver Island Shelf","CS06","La Perouse","Daylight",56,66,14.53,0.848484848484849,"Bongo VNH",0.56,236,23,1.01954156691705,0.444481541618397,0.325161361082252,139,8.83387103233844,31.3473503011869,1024.178194622,17,0.000255073345560252,311.523040864879,7.49427027871887,0.894735549958031,13.9711982752963,3.20350289344788,2.20078657165333,0.492124904243017,0.510591417551533,40.7276496887207,23.4387912750244,526.235717773438,1.92347779375268e-05,1.6274147,-1.26,27.61,1016.26
"2078","IOS201225010701","DeepShelf",2012-05-18 23:28:00,-128.73,51.075,2012,5,18,0.97778,"Northern Vancouver Island Shelf","CS07","La Perouse","Night",56,66,18,0.848484848484849,"Bongo VNH",0.56,236,28,0.909357151290255,0.400099684737036,0.272899561990702,139,8.83769756484434,31.5054421763188,1024.30124286397,11.5,0.000300333141733956,310.627039184108,NA,NA,NA,1.08346593379974,0.526084434066528,0.280090524794364,0.277290974938852,40.7611083984375,25.4163398742676,563.995788574219,2.21629179577576e-05,1.6274147,-1.26,27.61,1016.26
"2079","IOS201225011001","DeepShelf",2012-05-19 00:49:00,-128.6,51.141,2012,5,19,0.034722,"Northern Vancouver Island Shelf","CS08","La Perouse","Night",127,142,35.42,0.894366197183099,"Bongo VNH",0.56,236,22,0.752537570810617,0.305261766747459,0.243457533232198,140,8.22912618997745,32.2068618000157,1024.93473533312,15,0.000105449581546139,307.681221860933,NA,NA,NA,1.50565659999847,0.836596941535873,0.323412885598206,0.345646772864394,40.2876396179199,26.1656513214111,636.558410644531,3.60436024493538e-05,1.6274147,-1.26,27.61,1016.26
"2080","IOS201225011201","DeepShelf",2012-05-19 02:10:00,-128.47,51.207,2012,5,19,0.090278,"Northern Vancouver Island Shelf","CS09","La Perouse","Night",166,195,43.47,0.851282051282051,"Bongo VNH",0.56,236,23,1.05917966964169,0.481574724100065,0.337803101106287,140,7.46919095611322,32.6245826541436,1025.36553218676,15.25,0.000224041209314001,304.159963999135,7.80925599076261,0.905844973791052,15.7080534447812,1.37456345558167,0.737865768146691,0.310770723030978,0.325926964403996,39.7580795288086,27.6298599243164,467.375701904297,6.02092914050445e-05,1.6274147,-1.26,27.61,1016.26
"2081","IOS201225011401","DeepShelf",2012-05-19 03:15:00,-128.34,51.273,2012,5,19,0.13542,"Northern Vancouver Island Shelf","CS10","La Perouse","Night",70,83,20.28,0.843373493975904,"Bongo VNH",0.56,236,19,0.864452246739068,0.380293604663625,0.2935881004346,140,8.64219718441627,31.6539898343195,1024.44516201544,12.75,0.000146122258293254,308.388603408114,NA,NA,NA,2.66281628608704,1.75587228736602,0.433350248460898,0.473593750260117,41.7298851013184,24.0201110839844,1339.69616699219,3.17693593387958e-05,1.6274147,-1.26,27.61,1016.26
"2082","IOS201225011601","DeepShelf",2012-05-19 07:09:00,-127.82,51.5,2012,5,19,0.29792,"Northern Vancouver Island Shelf","UBC07","La Perouse","Daylight",150,160,33.13,0.9375,"Bongo VNH",0.56,236,28,1.9936699624256,0.802707204008023,0.598303602416279,140,7.46453192563566,32.2471745203525,1025.07516986634,10,0.000883102222437444,249.865790141354,17.4622616511669,1.54712250567881,29.6099600273443,8.32111931698663,6.52190999281597,1.3836198869174,0.415589437253256,40.8821258544922,19.4683704376221,1115.18176879883,0.00010258369075018,1.6274147,-1.26,27.61,1016.26
